GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
MTOR	mechanistic target of rapamycin kinase	COSG5362	1	11166592	11322564	1p36.22	y	n	endometrial carcinoma, head and neck, clear cell renal cell carcinoma, anaplastic thyroid cancer, urothelial cell carcinoma, central nervous system tumours, testicular germ cell tumours and other tumour types			E	Dom	oncogene	Mis, N		y	Smith-Kingsmore syndrome, brain overgrowth phenotypes such as focal cortical dysplasia and megalencephaly,	1	MTOR,ENSG00000198793.8,P42345,2475,FLJ44809,RAFT1,RAPT1
MUC1	mucin 1, cell surface associated	COSG30243	1	155158300	155162707	1q22	y	n	B-NHL			L	Dom	fusion	T	IGH	n		1	MUC1,ENSG00000185499.12,4582,ADMCKD,ADMCKD1,CD227,MCD,MCKD,PEM
MUC16	mucin 16, cell surface associated	COSG11232	19	8959520	9092018	19p13.2	y	n	HNSCC, melanoma			E		oncogene	Mis		n		2	MUC16,ENSG00000181143.11,94025,CA125,FLJ14303
MUC4	mucin 4, cell surface associated	COSG15922	3	195473636	195539148	3q29	y	n	HNSCC			E		oncogene	Mis, O		n		2	MUC4,ENSG00000145113.17,4585
MUC6	mucin 6, oligomeric mucus/gel-forming	COSG33742	11	1012821	1036706	11p15.5	y	n	gastric cancer			E			F, M, O		n		2	MUC6,ENSG00000184956.11,Q6W4X9,4588
MUTYH	mutY DNA glycosylase	COSG21480	1	45794835	45806142	1p34.1	y	y	pancreatic neuroendocrine tumour	colorectal carcinoma, pancreatic neuroendocrine tumour	familial adenomatous polyposis-2	E, O	Rec	TSG	Mis, N, F, S, D		n		1	MUTYH,ENSG00000132781.13,Q9UIF7,4595,MYH
MYB	MYB proto-oncogene, transcription factor	COSG52184	6	135502453	135540311	6q23.3	y	n	adenoid cystic carcinoma			E	Dom	oncogene, fusion	T	NFIB	n		1	MYB,ENSG00000118513.14,P10242,4602,c-myb
MYC	MYC proto-oncogene, bHLH transcription factor	COSG51592	8	128747680	128753674	8q24.21	y	n	B-CLL, breast cancer, Burkitt lymphoma, gastric cancer, ovarian cancer			L, E	Dom	oncogene, fusion	A, T	IGK, BCL5, BCL7A , BTG1, TRA, IGH	n		1	MYC,ENSG00000136997.10,P01106,4609,MYCC,bHLHe39,c-Myc
MYCL	MYCL proto-oncogene, bHLH transcription factor	COSG19201	1	40361098	40367928	1p34.2	y	n	small cell lung carcinoma			E	Dom	oncogene	A		n		1	MYCL,ENSG00000116990.9,4610,LMYC,bHLHe38
MYCN	MYCN proto-oncogene, bHLH transcription factor	COSG40362	2	16080686	16087129	2p24.3	y	n	neuroblastoma, Wilms tumour			O	Dom	oncogene	A, Mis		y	Feingold syndrome 1	1	MYCN,ENSG00000134323.10,P04198,4613,MYCNOT,N-myc,bHLHe37
MYD88	MYD88, innate immune signal transduction adaptor	COSG31287	3	38179969	38184513	3p22.2	y	n	ABC-DLBCL			L	Dom	oncogene	Mis		n		1	MYD88,ENSG00000172936.8,4615
MYH11	myosin heavy chain 11	COSG22945	16	15797029	15950890	16p13.11	y	n	AML			L	Dom	fusion	T	CBFB	n		1	MYH11,ENSG00000133392.12,P35749,4629,SMHC,SMMHC
MYH9	myosin heavy chain 9	COSG44529	22	36677327	36784063	22q12.3	y	n	ALCL			L	Dom	TSG, fusion	T	ALK	y	Deafness, autosomal dominant 17, Epstein syndrome, Fechtner syndrome, May-Hegglin anomaly, Sebastian syndrome	1	MYH9,ENSG00000100345.16,P35579,4627,EPSTS,FTNS,MHA,NMHC-II-A,NMMHCA
MYO5A	myosin VA	COSG34886	15	52599480	52821247	15q21.2	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	y	Griscelli syndrome	1	MYO5A,ENSG00000197535.10,Q9Y4I1,4644,GS1,MYO5,MYR12
MYOD1	myogenic differentiation 1	COSG18517	11	17741115	17743678	11p15.1	y	n	embryonal rhabdomyosarcoma			M	Dom	oncogene	Mis		n		1	MYOD1,ENSG00000129152.3,P15172,4654,MYOD,PUM,bHLHc1
N4BP2	NEDD4 binding protein 2	COSG53837	4	40058446	40159872	4p14	y	n	lung cancer			E		TSG	D		n		2	N4BP2,ENSG00000078177.9,Q86UW6,55728,B3BP
NAB2	NGFI-A binding protein 2	COSG7352	12	57482677	57489259	12q13.3	y	n	solitary fibrous tumour, meningeal haemangiopericytoma			M, O	Dom	TSG, fusion	T	STAT6	n		1	NAB2,ENSG00000166886.8,Q15742,4665,MADER
NACA	nascent polypeptide associated complex subunit alpha	COSG5924	12	57106212	57125412	12q13.3	y	n	NHL			L	Dom	fusion	T	BCL6	n		2	NACA,ENSG00000196531.6,4666,NACA1
NBEA	neurobeachin	COSG41234	13	35516424	36247159	13q13.3	y	n	large intestine carcinoma, multiple myeloma			E, L			F, T	PVT1	n		2	NBEA,ENSG00000172915.14,Q8NFP9,26960,BCL8B,FLJ10197,KIAA1544,LYST2
NBN	nibrin	COSG30219	8	90945564	91015456	8q21.3	n	y		NHL, glioma, medulloblastoma, rhabdomyosarcoma	Nijmegen breakage syndrome	L, E, M, O	Rec	TSG	Mis, N, F		n		1	NBN,ENSG00000104320.9,O60934,4683,AT-V1,AT-V2,ATV
NCKIPSD	NCK interacting protein with SH3 domain	COSG39850	3	48701364	48723797	3p21.31	y	n	ALL			L	Dom	fusion	T	KMT2A	n		2	NCKIPSD,ENSG00000213672.3,Q9NZQ3,51517,AF3P21,DIP1,ORF1,SPIN90,WASLBP,WISH
NCOA1	nuclear receptor coactivator 1	COSG50301	2	24714783	24993571	2p23.3	y	n	alveolar rhabdomyosarcoma			M	Dom	fusion	T	PAX3	n		1	NCOA1,ENSG00000084676.11,Q15788,8648,F-SRC-1,KAT13A,NCoA-1,RIP160,SRC1,bHLHe74
NCOA2	nuclear receptor coactivator 2	COSG10597	8	71021997	71316040	8q13.3	y	n	AML, chondrosarcoma, rhabdomyosarcoma			L, M	Dom	oncogene, fusion	T	KAT6A, HEY1	n		1	NCOA2,ENSG00000140396.8,Q15596,10499,GRIP1,KAT13C,NCoA-2,TIF2,bHLHe75
NCOA4	nuclear receptor coactivator 4	COSG11121	10	51565108	51590734	10q11.23	y	n	papillary thyroid			E	Dom	TSG, fusion	T	RET	n		1	NCOA4,ENSG00000138293.15,Q13772,8031,ARA70,DKFZp762E1112,ELE1,PTC3,RFG
NCOR1	nuclear receptor corepressor 1	COSG54721	17	15932471	16121499	17p12	y	n	breast			E	Rec	TSG	Mis, F, N, O		y	Ulnar-mammary syndrome	1	NCOR1,ENSG00000141027.16,O75376,9611,KIAA1047,MGC104216,N-CoR,PPP1R109,TRAC1,hCIT529I10,hN-CoR
NCOR2	nuclear receptor corepressor 2	COSG25837	12	124808961	125052135	12q24.31	y	n	prostate			E	Dom	TSG	Mis, F, N, O		n		1	NCOR2,ENSG00000196498.9,9612,CTG26,SMRT,SMRTE,TNRC14,TRAC-1
NDRG1	N-myc downstream regulated 1	COSG25569	8	134249414	134314265	8q24.22	y	n	prostate			E	Dom	TSG, fusion	T	ERG	n		1	NDRG1,ENSG00000104419.10,Q92597,10397,DRG1,NDR1,RTP,TDD5
NF1	neurofibromin 1	COSG23813	17	29421945	29709134	17q11.2	y	y	neurofibroma, glioma	neurofibroma, glioma	neurofibromatosis type 1	O	Rec	TSG, fusion	D, Mis, N, F, S, O, T		n		1	NF1,ENSG00000196712.12,P21359,4763
NF2	neurofibromin 2	COSG41164	22	29999545	30094587	22q12.2	y	y	meningioma, acoustic neuroma, renal	meningioma, acoustic neuroma	neurofibromatosis type 2	O	Rec	TSG	D, Mis, N, F, S, O		n		1	NF2,ENSG00000186575.13,P35240,4771,ACN,BANF,SCH,merlin
NFATC2	nuclear factor of activated T cells 2	COSG50230	20	50003494	50179370	20q13.2	y	n	Ewing sarcoma			M	Dom	oncogene, fusion	T	EWSR1	n		1	NFATC2,ENSG00000101096.15,Q13469,4773,NF-ATP,NFAT1,NFATp
NFE2L2	nuclear factor, erythroid 2 like 2	COSG47055	2	178092323	178257425	2q31.2	y	n	NSCLC, HNSCC			E	Dom	oncogene, TSG	Mis		n		1	NFE2L2,ENSG00000116044.11,Q16236,4780,NRF2
NFIB	nuclear factor I B	COSG48162	9	14081842	14398982	9p23	y	n	adenoid cystic carcinoma, lipoma			E	Dom	fusion	T	MYB, HGMA2	n		1	NFIB,ENSG00000147862.10,O00712,4781,NFI-RED,NFIB2,NFIB3
NFKB2	nuclear factor kappa B subunit 2	COSG18767	10	104153867	104162281	10q24.32	y	n	B-NHL			L	Dom	oncogene, TSG, fusion	T	IGH	n		1	NFKB2,ENSG00000077150.13,Q00653,4791,LYT-10,NF-kB2,p105,p49/p100,p52
NFKBIE	NFKB inhibitor epsilon	COSG41480	6	44225903	44233500	6p21.1	y	n	CLL, desmoplastic melanoma			L, E	Dom/Rec	TSG	F, Mis		n		1	NFKBIE,ENSG00000146232.10,O00221,4794,IKBE
NIN	ninein	COSG4044	14	51186481	51297839	14q22.1	y	n	MPN			L	Dom	fusion	T	PDGFRB	n		1	NIN,ENSG00000100503.19,Q8N4C6,51199
NKX2-1	NK2 homeobox 1	COSG9488	14	36985602	36990354	14q13.3	y	n	lung adenocarcinoma, lung adenocarcinoma (mucinous), T-ALL			E	Dom	oncogene, TSG	A, F, N, T		n		1	NKX2-1,ENSG00000136352.13,P43699,7080,TTF-1,TTF1
NONO	non-POU domain containing octamer binding	COSG17315	X	70503042	70521018	Xq13.1	y	n	papillary renal			E	Dom	fusion	T	TFE3	n		1	NONO,ENSG00000147140.11,Q15233,4841,NMT55,NRB54,P54,P54NRB,PPP1R114
NOTCH1	notch 1	COSG22509	9	139388896	139440314	9q34.3	y	n	T-ALL, breast, bladder, skin SCC, lung SCC, head and neck SCC			L, E	Dom/Rec	oncogene, TSG, fusion	T, Mis, O	TRB, SEC16A, GABBR2	n		1	NOTCH1,ENSG00000148400.9,P46531,4851
NOTCH2	notch 2	COSG46144	1	120454176	120612240	1p12	y	n	marginal zone lymphoma, DLBCL, bladder			L, E	Dom/Rec	oncogene, TSG	N, F, Mis		y	Hajdu-Cheney syndrome, serpentine fibula-polycystic kidney syndrome	1	NOTCH2,ENSG00000134250.13,Q04721,4853
NPM1	nucleophosmin 1	COSG55850	5	170814120	170838141	5q35.1	y	n	NHL, APL, AML			L	Dom	oncogene, fusion	T, F	ALK, RARA, MLF1	n		1	NPM1,ENSG00000181163.9,P06748,4869,B23,NPM
NR2F2	nuclear receptor subfamily 2 group F member 2	COSG25063	15	96869167	96883492	15q26.2	y	n	endometrioid carcinoma, soft-tissue sarcoma			E, M			A, Mis, O		n		2	NR2F2,ENSG00000185551.8,P24468,7026,COUP-TFII,COUPTF2,COUPTFB,NF-E3,SVP40
NR4A3	nuclear receptor subfamily 4 group A member 3	COSG43898	9	102584137	102629173	9q31.1	y	n	extraskeletal myxoid chondrosarcoma			M	Dom	oncogene, fusion	T	EWSR1, TAF15, TCF12, TFG	n		1	NR4A3,ENSG00000119508.13,Q92570,8013,CHN,CSMF,MINOR,NOR1
NRAS	NRAS proto-oncogene, GTPase	COSG37422	1	115247090	115259515	1p13.2	y	n	melanoma, MM, AML, thyroid			L, E	Dom	oncogene	Mis		n		1	NRAS,ENSG00000213281.4,P01111,4893,N-ras
NRG1	neuregulin 1	COSG48623	8	31496902	32622548	8p12	y	n	NSCLC			E	Dom	fusion	T	CD74	n		1	NRG1,ENSG00000157168.14,Q02297,3084,GGF,HRG,NDF
NSD1	nuclear receptor binding SET domain protein 1	COSG47908	5	176560026	176727216	5q35.3	y	n	AML			L	Dom	fusion	T	NUP98	y	Sotos Syndrome	1	NSD1,ENSG00000165671.14,Q96L73,64324,ARA267,FLJ22263,KMT3B
NSD2	nuclear receptor binding SET domain protein 2	COSG51889	4	1873151	1983934	4p16.3	y	n	MM			L	Dom	oncogene, fusion	T	IGH	n		1	NSD2,ENSG00000109685.13,O96028,7468,KMT3G,MMSET
NSD3	nuclear receptor binding SET domain protein 3	COSG47973	8	38127215	38239790	8p11.23	y	n	AML			L	Dom	oncogene, fusion	T, A	NUP98	n		1	NSD3,ENSG00000147548.12,Q9BZ95,54904,FLJ20353,KMT3F,WHISTLE
NT5C2	5'-nucleotidase, cytosolic II	COSG53846	10	104845940	104953056	10q24.33	y	n	relapse ALL			L	Dom	oncogene	Mis		y	Spastic paraplegia-45	1	NT5C2,ENSG00000076685.14,P49902,22978,GMP,PNT5,SPG65,cN-II
NTHL1	nth like DNA glycosylase 1	COSG51657	16	2089816	2097867	16p13.3	n	y		CRC	Familial adenomatous polyposis	E		TSG	N, S		n		2	NTHL1,ENSG00000065057.3,P78549,4913,NTH1,OCTS3
NTRK1	neurotrophic receptor tyrosine kinase 1	COSG53834	1	156785432	156851642	1q23.1	y	n	papillary thyroid, Spitzoid tumour			E	Dom	oncogene, TSG, fusion	T, A	TPM3, TPR, TFG, TP53, LMNA	n		1	NTRK1,ENSG00000198400.7,P04629,4914,MTC,TRK,TRKA
NTRK2	neurotrophic receptor tyrosine kinase 2	COSG11254	9	87283466	87638505	9q21.33	y	n	colorectal cancer, ganglioglioma, glioma, HNSCC, lung adenocarcinoma			E, O		oncogene, fusion	T, Mis	AFAP1, AGBL4, BCR, MUC2, NACC2, PAN3, QK1, SLMAP, SQSTM1, TRIM24, VCL	n		1	NTRK2,ENSG00000148053.11,Q16620,4915,TRKB
NTRK3	neurotrophic receptor tyrosine kinase 3	COSG1513	15	88418230	88799999	15q25.3	y	n	congenital fibrosarcoma, secretory breast			E, M	Dom	oncogene, fusion	T	ETV6	n		1	NTRK3,ENSG00000140538.12,Q16288,4916,TRKC
NUMA1	nuclear mitotic apparatus protein 1	COSG15406	11	71713910	71791739	11q13.4	y	n	APL			L	Dom	fusion	T	RARA	n		1	NUMA1,ENSG00000137497.13,Q14980,4926
NUP214	nucleoporin 214	COSG14595	9	134000948	134110057	9q34.13	y	n	AML, T-ALL			L	Dom	fusion	T	DEK, SET, ABL1	n		1	NUP214,ENSG00000126883.12,P35658,8021,CAIN,CAN,D9S46E,N214
NUP98	nucleoporin 98	COSG2652	11	3692313	3819022	11p15.4	y	n	AML			L	Dom	oncogene, fusion	T	HOXA9, NSD1, WHSC1L1, DDX10, TOP1, HOXD13, PRRX1, HOXA13, HOXD11, HOXA11, RAP1GDS1, HOXC11	n		1	NUP98,ENSG00000110713.11,P52948,4928,NUP96
NUTM1	NUT midline carcinoma family member 1	COSG12750	15	34635516	34649938	15q14	y	n	lethal midline carcinoma			E	Dom	oncogene, fusion	T	BRD3, BRD4	n		1	NUTM1,ENSG00000184507.11,Q86Y26,256646,DKFZp434O192,FAM22H,NUT
NUTM2B	NUT family member 2B	COSG50893	10	81462983	81474437	10q22.3	y	n	endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE	n		1	NUTM2B,ENSG00000188199.6,A6NNL0,729262,bA119F19.1
NUTM2D	NUT family member 2D	COSG3662	10	89117425	89130452	10q23.2	y	n	endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE	n		1	NUTM2D,ENSG00000214562.9,Q5VT03,
OLIG2	oligodendrocyte transcription factor 2	COSG435	21	34398153	34401504	21q22.11	y	n	T-ALL			L	Dom	oncogene, fusion	T	TRA	n		1	OLIG2,ENSG00000205927.4,Q13516,10215,OLIGO2,RACK17,bHLHe19
OMD	osteomodulin	COSG54623	9	95176527	95186743	9q22.31	y	n	aneurysmal bone cyst			M	Dom	fusion	T	USP6	n		2	OMD,ENSG00000127083.7,Q99983,4958,SLRR2C,osteoadherin
P2RY8	P2Y receptor family member 8	COSG22424	X	1581465	1656000	Xp22.33	y	n	B-ALL, Down syndrome associated ALL			L	Dom	oncogene, fusion	T	CRLF2	n		1	P2RY8,ENSG00000182162.5,Q86VZ1,286530,P2Y8
PABPC1	poly(A) binding protein cytoplasmic 1	COSG55264	8	101698044	101735037	8q22.3	y	n	HNSCC, biliary tract carcinoma			E		oncogene, TSG	Mis, F		n		2	PABPC1,ENSG00000070756.9,P11940,26986,PABP1,PABPL1
PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	COSG21738	11	117014983	117047610	11q23.3	y	n	MLCLS			L	Dom	fusion	T	IGH	n		1	PAFAH1B2,ENSG00000168092.9,P68402,5049
PAK2	p21 (RAC1) activated kinase 2	COSG14150	3	196466728	196559518	3q29	y	n	adult T-cell leukaemia/lymphoma, poroma with folliculo-sebaceous differentiation			L, O		oncogene, fusion	A, T	RNF13, DLG1, EPHB3	n		2	PAK2,ENSG00000180370.6,Q13177,5062,PAK65,PAKgamma
PALB2	partner and localizer of BRCA2	COSG52299	16	23614488	23652631	16p12.2	n	y		Wilms tumour, medulloblastoma, AML ,breast	Fanconi anaemia N, breast cancer susceptibility	L, O, E	Rec	TSG	F, N, Mis		n		1	PALB2,ENSG00000083093.5,Q86YC2,79728,FANCN,FLJ21816
PARP1	poly(ADP-ribose) polymerase 1	COSG34840	1	226548392	226595780	1q42.12	y	n	breast cancer			E			A		n		2	PARP1,ENSG00000143799.8,P09874,142,PARP
PATZ1	POZ/BTB and AT hook containing zinc finger 1	COSG50863	22	31721790	31742218	22q12.2	y	n	Ewing sarcoma			M	Dom	TSG, fusion	T	EWSR1	n		1	PATZ1,ENSG00000100105.13,Q9HBE1,23598,MAZR,PATZ,RIAZ,ZBTB19,ZSG,dJ400N23
PAX3	paired box 3	COSG34345	2	223064607	223163715	2q36.1	y	n	alveolar rhabdomyosarcoma			M	Dom	oncogene, fusion	T	FOXO1, NCOA1, NCOA2	y	Waardenburg syndrome; craniofacial-deafness-hand syndrome	1	PAX3,ENSG00000135903.14,P23760,5077,HUP2
PAX5	paired box 5	COSG21945	9	36833272	37034103	9p13.2	y	n	NHL, ALL, B-ALL			L	Dom	oncogene, TSG, fusion	T, Mis, D, F, S	IGH, ETV6, PML, FOXP1, ZNF521, ELN	n		1	PAX5,ENSG00000196092.8,Q02548,5079,BSAP
PAX7	paired box 7	COSG32058	1	18957500	19075360	1p36.13	y	n	alveolar rhabdomyosarcoma			M	Dom	fusion	T	FOXO1	n		1	PAX7,ENSG00000009709.7,P23759,5081,Hup1
PAX8	paired box 8	COSG20950	2	113973574	114036527	2q13	y	n	follicular thyroid			E	Dom	fusion	T	PPARG	y	Thyroid dysgenesis	1	PAX8,ENSG00000125618.12,Q06710,7849
PBRM1	polybromo 1	COSG24832	3	52579368	52719933	3p21.1	y	n	clear cell renal carcinoma, breast			E	Rec	TSG	Mis, N, F, S, D, O		n		1	PBRM1,ENSG00000163939.14,Q86U86,55193,BAF180,PB1
PBX1	PBX homeobox 1	COSG312	1	164524821	164868533	1q23.3	y	n	pre B-ALL, myoepithelioma			L, M	Dom	oncogene, fusion	T	TCF3, EWSR1	n		1	PBX1,ENSG00000185630.14,P40424,5087
PCBP1	poly(rC) binding protein 1	COSG56013	2	70314585	70316332	2p13.3	y	n	CRC			E			Mis		n		2	PCBP1,ENSG00000169564.5,Q15365,5093,HNRPE1,HNRPX,hnRNP-E1,hnRNP-X
PCM1	pericentriolar material 1	COSG53782	8	17780349	17885478	8p22	y	n	papillary thyroid, CML, MPN			E, L	Dom	fusion	T	RET, JAK2	n		1	PCM1,ENSG00000078674.13,Q15154,5108,PTC4
PDCD1LG2	programmed cell death 1 ligand 2	COSG28016	9	5510545	5571282	9p24.1	y	n	PMBL, Hodgkin lymphoma			L	Dom	oncogene, fusion	T	CIITA	n		1	PDCD1LG2,ENSG00000197646.6,Q9BQ51,80380,B7-DC,Btdc,CD273,PD-L2,PDL2,bA574F11.2
PDE4DIP	phosphodiesterase 4D interacting protein	COSG7904	1	144836157	145076186	1q21.1	y	n	MPN			L	Dom	fusion	T	PDGFRB	n		1	PDE4DIP,ENSG00000178104.15,Q5VU43,9659,KIAA0454,KIAA0477,MMGL
PDGFB	platelet derived growth factor subunit B	COSG11947	22	39619364	39640756	22q13.1	y	n	DFSP			M	Dom	oncogene, fusion	T	COL1A1	n		1	PDGFB,ENSG00000100311.12,P01127,5155,SSV
PDGFRA	platelet derived growth factor receptor alpha	COSG38207	4	55095264	55164414	4q12	y	y	GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma	GIST	familial gastrointestinal stromal tumour	L, M, O	Dom	oncogene, fusion	Mis, O, T	FIP1L1	n		1	PDGFRA,ENSG00000134853.7,P16234,5156,CD140a,GAS9,PDGFR2
PDGFRB	platelet derived growth factor receptor beta	COSG44710	5	149493400	149535435	5q32	y	n	MPN, AML, CMML, CML			L	Dom	oncogene, fusion	T	ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP	n		1	PDGFRB,ENSG00000113721.9,P09619,5159,CD140b,JTK12,PDGFR1
PER1	period circadian regulator 1	COSG13837	17	8043790	8059824	17p13.1	y	n	AML, CMML			L	Dom	TSG, fusion	T	ETV6	n		1	PER1,ENSG00000179094.9,O15534,5187,RIGUI
PHF6	PHD finger protein 6	COSG17124	X	133507283	133562820	Xq26.2	y	n	ETP ALL			L	Rec	TSG	F, N, S, Mis		y	Boerjeson-Forssman-Lehmann syndrome	1	PHF6,ENSG00000156531.12,Q8IWS0,84295,CENP-31,KIAA1823,MGC14797
PHOX2B	paired like homeobox 2B	COSG50262	4	41746099	41750987	4p13	y	y	neuroblastoma	neuroblastoma	familial neuroblastoma	O	Rec	TSG	Mis, F		y	Congenital central hypoventilation syndrome	1	PHOX2B,ENSG00000109132.5,Q99453,8929,NBPhox,Phox2b
PICALM	phosphatidylinositol binding clathrin assembly protein	COSG30368	11	85668727	85780924	11q14.2	y	n	T-ALL, AML			L	Dom	fusion	T	MLLT10, KMT2A	n		1	PICALM,ENSG00000073921.13,Q13492,8301,CALM,CLTH
PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	COSG20089	3	178865902	178957881	3q26.32	y	n	colorectal, gastric, glioblastoma, breast			E, O	Dom	oncogene	Mis		n		1	PIK3CA,ENSG00000121879.3,P42336,5290,PI3K
PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	COSG28734	3	138372860	138553780	3q22.3	y	n	SCC, NSCLC			E		oncogene	Mis		n		1	PIK3CB,ENSG00000051382.4,P42338,5291
PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	COSG17569	5	67511548	67597649	5q13.1	y	n	glioblastoma, ovarian, colorectal			E, O	Rec	TSG	Mis, F, O		n		1	PIK3R1,ENSG00000145675.10,P27986,5295,GRB1,p85,p85-ALPHA
PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	COSG20116	19	18263928	18281350	19p13.11	y	n	ovarian carcinoma			E		oncogene	A, Mis, F		y	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	2	PIK3R2,ENSG00000105647.10,O00459,5296,P85B,p85
PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	COSG3586	1	46505812	46642160	1p34.1	y	n	epithelial ovarian cancer, glioblastoma, pancreatic ductal adenocarcinoma			E, O			A, D, F, Mis		n		2	PIK3R3,ENSG00000117461.10,Q92569,8503,p55
PIM1	Pim-1 proto-oncogene, serine/threonine kinase	COSG48961	6	37137979	37143202	6p21.2	y	n	NHL			L	Dom	oncogene, fusion	T, Mis	BCL6	n		1	PIM1,ENSG00000137193.9,P11309,5292
PLAG1	PLAG1 zinc finger	COSG37696	8	57073463	57123883	8q12.1	y	n	salivary adenoma, lipoblastoma			E	Dom	oncogene, fusion	T	TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2	n		1	PLAG1,ENSG00000181690.3,Q6DJT9,5324,ZNF912
PLCG1	phospholipase C gamma 1	COSG23007	20	39765600	39811629	20q12	y	n	angiosarcoma			E	Dom	oncogene, fusion	Mis, T		n		1	PLCG1,ENSG00000124181.10,P19174,5335,NCKAP3,PLC-II,PLC148,PLCgamma1
PLEC	plectin	COSG29151	8	144989321	145050902	8q24.3	y	n	breast carcinoma			E		fusion	T	ENPP2	n		2	PLEC,ENSG00000178209.10,Q15149,5339,PCN,PLTN
PML	promyelocytic leukemia	COSG36561	15	74287014	74340153	15q24.1	y	n	APL, ALL			L	Dom	TSG, fusion	T	RARA, PAX5	n		1	PML,ENSG00000140464.15,P29590,5371,MYL,RNF71,TRIM19
PMS1	PMS1 homolog 1, mismatch repair system component	COSG11267	2	190649107	190742355	2q32.2	n	y		colorectal, endometrial, ovarian	hereditary non-polyposis colorectal cancer	E	Rec		Mis, N		n		2	PMS1,ENSG00000064933.12,P54277,5378,MLH2
PMS2	PMS1 homolog 2, mismatch repair system component	COSG538	7	6012870	6048756	7p22.1	n	y		colorectal, endometrial, medulloblastoma, glioma	Lynch syndrome 4, mismatch repair syndrome 4	E	Rec	TSG	Mis, N, F		n		1	PMS2,ENSG00000122512.10,P54278,5395,HNPCC4,H_DJ0042M02.9,MLH4
POLD1	DNA polymerase delta 1, catalytic subunit	COSG55479	19	50887461	50921273	19q13.33	y	y	CRC	CRC	Lynch syndrome	E		TSG	Mis		n		1	POLD1,ENSG00000062822.8,P28340,5424,CDC2
POLE	DNA polymerase epsilon, catalytic subunit	COSG26071	12	133200348	133263951	12q24.33	y	y	colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer	colorectal cancer susceptibility		E	Rec	TSG	Mis		y	FILS syndrome	1	POLE,ENSG00000177084.12,Q07864,5426,POLE1
POLG	DNA polymerase gamma, catalytic subunit	COSG55177	15	89859534	89878092	15q26.1	y	n	CRC			E		TSG	N, O		y	mitochondrial DNA depletion syndrome	2	POLG,ENSG00000140521.7,P54098,5428,POLG1,POLGA
POLQ	DNA polymerase theta	COSG24721	3	121150278	121264853	3q13.33	y	y	oral SCC	breast cancer		E		oncogene, TSG	Mis		n		1	POLQ,ENSG00000051341.9,O75417,10721,POLH
POLR2A	RNA polymerase II subunit A	COSG51385	17	7387685	7417933	17p13.1	y	n	meningioma			O			Mis, O		n	Neurodevelopmental syndrome with hypotonia	2	POLR2A,ENSG00000181222.10,P24928,5430,POLRA,RPB1
POT1	protection of telomeres 1	COSG24839	7	124462440	124570037	7q31.33	y	n	CLL			L	Dom	TSG	Mis, N		n		1	POT1,ENSG00000128513.10,Q9NUX5,25913,DKFZp586D211,hPot1
POU2AF1	POU class 2 associating factor 1	COSG22858	11	111222977	111326355	11q23.1	y	n	NHL			L	Dom	oncogene, fusion	T	BCL6	n		1	POU2AF1,ENSG00000110777.7,Q16633,5450,BOB1,OBF1
POU5F1	POU class 5 homeobox 1	COSG3732	6	31132119	31148508	6p21.33	y	n	sarcoma			M	Dom	oncogene, fusion	T	EWSR1	n		1	POU5F1,ENSG00000204531.11,Q01860,5460,MGC22487,OCT3,Oct4
PPARG	peroxisome proliferator activated receptor gamma	COSG27390	3	12328867	12475855	3p25.2	y	n	follicular thyroid			E	Dom	TSG, fusion	T	PAX8	y	Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension	1	PPARG,ENSG00000132170.15,P37231,5468,NR1C3,PPARG1,PPARG2,PPARgamma
PPFIBP1	PPFIA binding protein 1	COSG11811	12	27676364	27848497	12p11.23	y	n	Spitzoid tumour, inflammatory myofibroblastic tumour			E, M	Dom	fusion	T	ROS1, ALK	n		1	PPFIBP1,ENSG00000110841.9,Q86W92,8496,L2,SGT2,hSGT2,hSgt2p
